Respondent_Serial,brand,OSAT,Food looks appetizing,Has food that tastes good,Has food I crave,Provides the right proportions of ingredients,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Is making changes to improve their food,"Has a unique, distinctive approach that makes food better",Has a wide range of ingredients,Portions are the right size for my appetite,Has good environmental/sustainability practices,Is worth the price,Is something I can afford to eat regularly,Is competitively priced,Is a good value for the money,Has enticing promotional offers,Has a good loyalty program,Employees show care for my food/order,Provides fast service,Ordering is simple and easy,Employees are friendly and engaging,Level of visibility of my food being made,I’m able to make my order exactly how I would like it,Provides a consistent experience,Integrates technology into its ordering process,Food is easy to eat on-the-go,I can easily order for delivery to a location convenient to me,Food prep area is clean and organized,Restaurant is clean,Environment is warm and inviting,Decor is current and modern,Restaurant environment is designed for someone like me,Restaurant has curb appeal,Ingredients are fresh,Ingredients are high quality,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,They make me feel valued,Place I am happy to be seen
82,Jersey Mikes,2,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0
84,Firehouse Subs,6,4.0,7.0,5.0,6.0,6.0,4.0,7.0,7.0,6.0,5.0,4.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,7.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0
84,Jersey Mikes,5,6.0,7.0,6.0,7.0,5.0,6.0,6.0,6.0,4.0,6.0,4.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,5.0,4.0,5.0,6.0,4.0,5.0,6.0,5.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0,5.0,7.0,6.0,7.0,7.0
85,Jimmy Johns,4,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,7.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,2.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,3.0,6.0,6.0
85,Panera,5,5.0,4.0,6.0,5.0,6.0,4.0,4.0,7.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,7.0,4.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0
86,Subway,3,4.0,5.0,2.0,4.0,4.0,6.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,3.0,6.0,4.0,4.0,7.0,4.0,4.0,4.0,3.0,6.0,4.0,5.0,6.0,7.0,3.0,4.0
86,Jimmy Johns,2,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,6.0,5.0,3.0,3.0,4.0,2.0,6.0,5.0,6.0,4.0,6.0,4.0,4.0,6.0,6.0,6.0,5.0,6.0,2.0,4.0
87,Firehouse Subs,4,4.0,5.0,5.0,6.0,4.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,,4.0,7.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,6.0,5.0,,5.0,4.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0
87,Jersey Mikes,4,5.0,4.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,,5.0,5.0,5.0,4.0,,4.0,6.0,7.0,7.0,7.0,6.0,5.0,6.0
88,Firehouse Subs,3,5.0,6.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,,5.0,5.0,5.0,5.0,6.0,7.0,5.0,7.0,1.0,,4.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0
88,Jimmy Johns,7,7.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,7.0,7.0,7.0,5.0,7.0,5.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0
89,McDonalds,1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
89,Panera,4,1.0,3.0,1.0,4.0,5.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0
92,Chipotle,6,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0
92,Jimmy Johns,5,6.0,7.0,5.0,7.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,5.0,7.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0
93,Subway,6,4.0,6.0,4.0,6.0,4.0,5.0,5.0,5.0,6.0,4.0,4.0,7.0,4.0,6.0,5.0,7.0,4.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,7.0,6.0,5.0,5.0,5.0,3.0,6.0,5.0,6.0,4.0,6.0,5.0,6.0
93,McDonalds,4,3.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,2.0,2.0,4.0,5.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0
96,Subway,3,3.0,4.0,3.0,5.0,3.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,6.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,3.0,3.0,6.0,6.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,6.0,6.0,5.0,4.0
96,Chipotle,4,6.0,6.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,2.0,5.0,5.0,6.0,5.0,4.0,,5.0,5.0
97,Subway,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
97,McDonalds,7,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
100,Subway,3,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,,3.0,5.0,5.0,3.0,5.0,4.0,4.0,1.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
100,Panera,5,5.0,4.0,3.0,2.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,,,6.0,5.0,3.0,6.0,2.0,3.0,3.0,4.0,2.0,,6.0,5.0,5.0,5.0,2.0,3.0,4.0,2.0,,3.0,6.0,4.0,4.0
101,Firehouse Subs,6,6.0,7.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,5.0,6.0,7.0,6.0,4.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0
101,Jersey Mikes,7,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,4.0,5.0,7.0,5.0,7.0,5.0,6.0,6.0,5.0,,5.0,6.0,6.0,6.0,6.0,7.0,7.0
102,Firehouse Subs,2,6.0,7.0,5.0,7.0,6.0,4.0,6.0,5.0,5.0,4.0,1.0,7.0,4.0,7.0,5.0,6.0,,4.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,1.0,6.0,5.0,6.0,4.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0
102,Panera,2,6.0,2.0,3.0,6.0,5.0,6.0,5.0,5.0,5.0,7.0,1.0,4.0,1.0,4.0,5.0,6.0,,5.0,5.0,6.0,4.0,3.0,5.0,4.0,6.0,5.0,1.0,3.0,6.0,4.0,6.0,1.0,3.0,6.0,5.0,6.0,4.0,5.0,2.0,2.0
105,Subway,5,5.0,5.0,7.0,4.0,4.0,6.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,,4.0,5.0,5.0,5.0,6.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,5.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0
105,Jimmy Johns,4,5.0,5.0,6.0,4.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,,5.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,7.0,4.0,5.0,6.0
110,Chipotle,6,6.0,6.0,4.0,5.0,3.0,5.0,6.0,6.0,5.0,5.0,,5.0,5.0,5.0,6.0,2.0,7.0,,5.0,6.0,5.0,6.0,7.0,6.0,6.0,3.0,6.0,6.0,4.0,4.0,6.0,4.0,4.0,6.0,6.0,5.0,5.0,,4.0,5.0
110,Jersey Mikes,3,4.0,5.0,3.0,5.0,5.0,4.0,,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,,,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,,,4.0,5.0
111,Firehouse Subs,5,4.0,6.0,6.0,5.0,4.0,4.0,,4.0,,3.0,4.0,5.0,3.0,4.0,4.0,4.0,,5.0,5.0,4.0,4.0,,3.0,4.0,,4.0,,6.0,6.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0
111,Panera,4,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,,4.0,4.0,3.0,4.0,,,4.0,,2.0,,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
116,Subway,5,6.0,5.0,6.0,5.0,6.0,4.0,3.0,4.0,6.0,6.0,,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0
116,McDonalds,6,7.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,7.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,7.0,6.0,4.0,6.0,5.0,5.0,5.0,7.0,4.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0
120,Subway,3,5.0,4.0,2.0,2.0,5.0,4.0,4.0,,6.0,6.0,6.0,3.0,4.0,5.0,5.0,6.0,,7.0,7.0,5.0,5.0,7.0,7.0,6.0,,4.0,,6.0,6.0,4.0,4.0,4.0,4.0,6.0,5.0,6.0,4.0,7.0,4.0,4.0
120,McDonalds,3,4.0,4.0,3.0,6.0,2.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,6.0,6.0,5.0,4.0,,5.0,6.0,6.0,4.0,3.0,4.0,6.0,,6.0,,5.0,4.0,3.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0
121,Jersey Mikes,4,4.0,5.0,6.0,7.0,4.0,6.0,4.0,5.0,4.0,7.0,2.0,4.0,5.0,4.0,6.0,4.0,7.0,5.0,4.0,4.0,5.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0
121,Jimmy Johns,4,5.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,7.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0
123,Subway,7,7.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
123,McDonalds,7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
125,Subway,5,3.0,6.0,3.0,4.0,5.0,4.0,3.0,3.0,7.0,6.0,4.0,6.0,6.0,5.0,6.0,3.0,4.0,4.0,6.0,6.0,4.0,6.0,7.0,5.0,7.0,5.0,3.0,7.0,6.0,3.0,4.0,5.0,3.0,4.0,3.0,6.0,6.0,7.0,2.0,5.0
125,McDonalds,4,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,6.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
127,Firehouse Subs,6,5.0,4.0,6.0,7.0,5.0,6.0,7.0,6.0,5.0,6.0,7.0,7.0,6.0,7.0,7.0,5.0,5.0,6.0,5.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,5.0,6.0
127,Jersey Mikes,6,4.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,4.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,4.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0
128,Chipotle,3,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,3.0,2.0,,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0
128,Jersey Mikes,5,4.0,4.0,4.0,5.0,4.0,5.0,,5.0,4.0,4.0,,3.0,1.0,3.0,3.0,,,3.0,4.0,5.0,3.0,4.0,5.0,4.0,1.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0
130,McDonalds,4,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,,4.0,4.0,4.0,,,4.0,4.0,4.0,4.0,5.0,,,,,,,3.0,4.0,4.0,4.0,2.0,4.0,
134,Jimmy Johns,7,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0
134,Panera,7,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0
138,Chipotle,4,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,6.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0
138,Jimmy Johns,3,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,6.0
144,Firehouse Subs,4,6.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,7.0,5.0,5.0,7.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0
144,Jimmy Johns,5,5.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,6.0,5.0,7.0,3.0,5.0,4.0,3.0,4.0,5.0,2.0,4.0,7.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,6.0
145,Subway,3,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
145,McDonalds,3,3.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0
152,McDonalds,3,3.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0
153,Chipotle,7,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,5.0,7.0,4.0,4.0,7.0,5.0,5.0,3.0,1.0,6.0,5.0,6.0,5.0,7.0,7.0,5.0,4.0,5.0,2.0,7.0,6.0,5.0,4.0,5.0,5.0,7.0,6.0,7.0,7.0,4.0,6.0,6.0
153,Panera,7,5.0,6.0,6.0,5.0,6.0,4.0,4.0,6.0,5.0,5.0,3.0,5.0,7.0,5.0,6.0,3.0,1.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,4.0,7.0,5.0,7.0
155,Firehouse Subs,6,5.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,7.0,7.0,4.0,7.0,7.0,6.0,4.0,5.0,6.0,5.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,6.0
155,Jersey Mikes,6,7.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,4.0,5.0,6.0,5.0,6.0,7.0,6.0,7.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,5.0
159,Chipotle,4,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0
159,Panera,5,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0
162,Chipotle,5,6.0,5.0,2.0,3.0,5.0,4.0,,,7.0,2.0,,2.0,2.0,4.0,3.0,4.0,,7.0,7.0,4.0,7.0,7.0,6.0,6.0,7.0,4.0,,7.0,6.0,6.0,4.0,4.0,7.0,6.0,4.0,4.0,3.0,,,4.0
162,Jersey Mikes,7,7.0,7.0,7.0,7.0,7.0,4.0,,,5.0,7.0,4.0,7.0,4.0,7.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,,5.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0
164,Jersey Mikes,6,6.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
164,Jimmy Johns,6,6.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,5.0,7.0,4.0,6.0,5.0,6.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0
165,Jersey Mikes,4,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0
165,Panera,3,4.0,,4.0,4.0,4.0,3.0,,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,,4.0,3.0,4.0,3.0,3.0,4.0,,4.0,,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,,,3.0
167,Subway,6,5.0,5.0,5.0,6.0,4.0,7.0,5.0,6.0,7.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,7.0,6.0,4.0,7.0,5.0,4.0,7.0,6.0,5.0,4.0,4.0,5.0,5.0,,4.0,7.0,4.0,6.0,5.0,4.0,4.0,6.0
167,McDonalds,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0
169,Firehouse Subs,3,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,6.0,3.0,4.0,2.0,4.0,2.0,3.0
169,Jersey Mikes,7,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,6.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0
173,Chipotle,7,7.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,2.0,7.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,7.0,6.0,7.0,7.0,,3.0,6.0
173,Jimmy Johns,5,6.0,6.0,4.0,6.0,2.0,6.0,,5.0,2.0,7.0,6.0,4.0,6.0,7.0,3.0,5.0,3.0,4.0,6.0,7.0,5.0,7.0,7.0,7.0,5.0,5.0,7.0,6.0,6.0,4.0,5.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,3.0,5.0
175,Jimmy Johns,6,,6.0,4.0,5.0,5.0,4.0,5.0,7.0,6.0,3.0,7.0,7.0,3.0,5.0,7.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,6.0,5.0,4.0,5.0,6.0,4.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,4.0,7.0,4.0,3.0
175,Panera,5,4.0,5.0,6.0,3.0,7.0,7.0,5.0,5.0,3.0,6.0,5.0,7.0,6.0,7.0,5.0,7.0,5.0,5.0,7.0,5.0,3.0,6.0,6.0,7.0,5.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,3.0,6.0,6.0,6.0,4.0,6.0
176,Firehouse Subs,3,6.0,5.0,3.0,5.0,6.0,5.0,,6.0,6.0,6.0,4.0,4.0,2.0,4.0,4.0,2.0,,,4.0,5.0,4.0,6.0,6.0,4.0,5.0,5.0,,5.0,6.0,4.0,5.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,4.0,4.0
176,Jersey Mikes,2,6.0,4.0,1.0,6.0,6.0,6.0,,2.0,6.0,5.0,,2.0,1.0,3.0,4.0,2.0,,4.0,4.0,5.0,4.0,6.0,6.0,3.0,5.0,5.0,,6.0,6.0,4.0,6.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0,4.0,2.0
187,Subway,4,5.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,5.0,4.0,
